Datetime,Mission ID,Mission,Mission Attempt,Doll Type,Doll Name,Doll Rarity,Doll Core,Equip Type,Equip Name,Equip Rarity
2021-09-24 20:16:53,124,Morning Conference IV,3851,SMG,Ingram,3,1,,,
2021-09-24 20:19:25,124,Morning Conference IV,3852,MG,MG42,3,1,,,
2021-09-24 20:20:24,124,Morning Conference IV,3852,RF,M14,3,1,,,
2021-09-24 20:20:39,124,Morning Conference IV,3852,HG,FF FNP9,2,0,,,
2021-09-24 20:30:23,124,Morning Conference IV,3853,SMG,M38,2,0,,,
2021-09-24 20:30:58,124,Morning Conference IV,3853,SMG,M38,2,0,,,
2021-09-24 20:31:26,124,Morning Conference IV,3853,SMG,Type64,2,0,,,
2021-09-24 20:31:56,124,Morning Conference IV,3853,RF,FF FN49,2,0,,,
2021-09-24 20:32:11,124,Morning Conference IV,3853,AR,FF F2000,2,0,,,
2021-09-24 20:34:21,124,Morning Conference IV,3854,AR,AK-47,3,1,,,
2021-09-24 20:34:56,124,Morning Conference IV,3854,SMG,Ingram,3,1,,,
2021-09-24 20:35:28,124,Morning Conference IV,3854,HG,P38,2,0,,,
2021-09-24 20:35:42,124,Morning Conference IV,3854,HG,P38,2,0,,,
2021-09-24 20:37:31,124,Morning Conference IV,3855,SMG,PP-2000,2,0,,,
2021-09-24 20:37:58,124,Morning Conference IV,3855,SMG,M3,2,0,,,
2021-09-24 20:38:27,124,Morning Conference IV,3855,HG,P38,2,0,,,
2021-09-24 20:38:57,124,Morning Conference IV,3855,SMG,Type64,2,0,,,
2021-09-24 20:39:12,124,Morning Conference IV,3855,SMG,Spectre M4,2,0,,,
2021-09-24 20:42:06,124,Morning Conference IV,3856,SMG,PP-2000,2,0,,,
2021-09-24 20:43:07,124,Morning Conference IV,3856,RF,M14,3,1,,,
2021-09-24 20:43:22,124,Morning Conference IV,3856,HG,FF FNP9,2,0,,,
2021-09-24 20:46:14,124,Morning Conference IV,3857,HG,M9,3,1,,,
2021-09-24 20:46:42,124,Morning Conference IV,3857,AR,Galil,2,0,,,
2021-09-24 20:47:34,124,Morning Conference IV,3857,HG,Bren Ten,2,0,,,
2021-09-24 20:47:49,124,Morning Conference IV,3857,HG,P38,2,0,,,
2021-09-24 20:49:05,124,Morning Conference IV,3858,RF,FF FN49,2,0,,,
2021-09-24 20:49:36,124,Morning Conference IV,3858,SMG,Skorpion,3,1,,,
2021-09-24 20:50:11,124,Morning Conference IV,3858,AR,AK-47,3,1,,,
2021-09-24 20:50:42,124,Morning Conference IV,3858,HG,C96,3,1,,,
2021-09-24 20:50:57,124,Morning Conference IV,3858,AR,Galil,2,0,,,
2021-09-24 20:56:57,124,Morning Conference IV,3859,HG,FF FNP9,2,0,,,
2021-09-24 20:57:33,124,Morning Conference IV,3859,HG,Bren Ten,2,0,,,
2021-09-24 20:58:01,124,Morning Conference IV,3859,AR,Gr G3,2,0,,,
2021-09-24 20:58:29,124,Morning Conference IV,3859,MG,MG42,3,1,,,
2021-09-24 20:58:44,124,Morning Conference IV,3859,HG,P38,2,0,,,
2021-09-24 21:00:41,124,Morning Conference IV,3860,SMG,M38,2,0,,,
2021-09-24 21:01:14,124,Morning Conference IV,3860,AR,FF F2000,2,0,,,
2021-09-24 21:01:48,124,Morning Conference IV,3860,AR,Galil,2,0,,,
2021-09-24 21:02:19,124,Morning Conference IV,3860,HG,Bren Ten,2,0,,,
2021-09-24 21:02:34,124,Morning Conference IV,3860,AR,FF F2000,2,0,,,
2021-09-24 21:07:38,124,Morning Conference IV,3861,HG,Bren Ten,2,0,,,
2021-09-24 21:08:18,124,Morning Conference IV,3861,HG,P38,2,0,,,
2021-09-24 21:08:54,124,Morning Conference IV,3861,AR,Gr G3,2,0,,,
2021-09-24 21:09:22,124,Morning Conference IV,3861,HG,Bren Ten,2,0,,,
2021-09-24 21:09:37,124,Morning Conference IV,3861,SMG,Spectre M4,2,0,,,
2021-09-24 21:14:22,124,Morning Conference IV,3862,MG,MG34,2,0,,,
2021-09-24 21:14:56,124,Morning Conference IV,3862,SMG,M3,2,0,,,
2021-09-24 21:15:27,124,Morning Conference IV,3862,HG,P38,2,0,,,
2021-09-24 21:15:42,124,Morning Conference IV,3862,RF,SKS,2,0,,,
2021-09-24 21:24:06,124,Morning Conference IV,3863,MG,M2HB,3,1,,,
2021-09-24 21:24:44,124,Morning Conference IV,3863,SMG,Type64,2,0,,,
2021-09-24 21:25:12,124,Morning Conference IV,3863,SMG,M3,2,0,,,
2021-09-24 21:25:43,124,Morning Conference IV,3863,HG,M9,3,1,,,
2021-09-24 21:25:57,124,Morning Conference IV,3863,RF,FF FN49,2,0,,,
2021-09-24 21:29:18,124,Morning Conference IV,3864,HG,Makarov,3,1,,,
2021-09-24 21:30:19,124,Morning Conference IV,3864,AR,TAR-21,4,3,,,
2021-09-24 21:30:34,124,Morning Conference IV,3864,MG,PK,4,3,,,
2021-09-24 21:35:35,124,Morning Conference IV,3865,SMG,M38,2,0,,,
2021-09-24 21:36:10,124,Morning Conference IV,3865,SMG,Type64,2,0,,,
2021-09-24 21:36:40,124,Morning Conference IV,3865,AR,Gr G3,2,0,,,
2021-09-24 21:36:55,124,Morning Conference IV,3865,SMG,M3,2,0,,,
2021-09-25 12:54:00,40,Eradicate the Disturbance,177,SMG,PP-2000,2,0,,,
2021-09-25 12:54:24,40,Eradicate the Disturbance,177,SMG,IDW,2,0,,,
2021-09-25 12:54:47,40,Eradicate the Disturbance,177,HG,M1895,2,0,,,
2021-09-25 12:55:14,40,Eradicate the Disturbance,177,AR,L85A1,2,0,,,
2021-09-25 12:55:27,40,Eradicate the Disturbance,177,SMG,Type64,2,0,,,
2021-09-25 12:57:05,40,Eradicate the Disturbance,179,HG,M1895,2,0,,,
2021-09-25 12:57:29,40,Eradicate the Disturbance,179,RF,FF FN49,2,0,,,
2021-09-25 12:57:55,40,Eradicate the Disturbance,179,SMG,m45,2,0,,,
2021-09-25 12:58:09,40,Eradicate the Disturbance,179,MG,DP28,2,0,,,
2021-09-25 16:57:53,122,Morning Conference II,15,AR,FF F2000,2,0,,,
2021-09-25 16:58:39,122,Morning Conference II,15,SMG,Spectre M4,2,0,,,
2021-09-25 16:58:53,122,Morning Conference II,15,AR,Galil,2,0,,,
2021-09-25 18:09:19,124,Morning Conference IV,3866,HG,Astra,3,1,,,
2021-09-25 18:09:53,124,Morning Conference IV,3866,MG,MG42,3,1,,,
2021-09-25 18:10:24,124,Morning Conference IV,3866,RF,FF FN49,2,0,,,
2021-09-25 18:10:38,124,Morning Conference IV,3866,HG,FF FNP9,2,0,,,
2021-09-25 18:13:28,124,Morning Conference IV,3867,HG,M1911,2,0,,,
2021-09-25 18:14:09,124,Morning Conference IV,3867,MG,MG34,2,0,,,
2021-09-25 18:14:45,124,Morning Conference IV,3867,HG,C96,3,1,,,
2021-09-25 18:15:15,124,Morning Conference IV,3867,RF,FF FN49,2,0,,,
2021-09-25 18:15:30,124,Morning Conference IV,3867,MG,MG34,2,0,,,
2021-09-25 18:17:06,124,Morning Conference IV,3868,RF,FF FN49,2,0,,,
2021-09-25 18:17:36,124,Morning Conference IV,3868,HG,P38,2,0,,,
2021-09-25 18:18:36,124,Morning Conference IV,3868,AR,Galil,2,0,,,
2021-09-25 18:18:50,124,Morning Conference IV,3868,AR,Galil,2,0,,,
2021-09-25 18:20:07,124,Morning Conference IV,3869,HG,M1911,2,0,,,
2021-09-25 18:20:47,124,Morning Conference IV,3869,SMG,PP-2000,2,0,,,
2021-09-25 18:21:26,124,Morning Conference IV,3869,AR,FF F2000,2,0,,,
2021-09-25 18:21:55,124,Morning Conference IV,3869,HG,M1911,2,0,,,
2021-09-25 18:22:09,124,Morning Conference IV,3869,SMG,M3,2,0,,,
2021-09-25 19:07:27,124,Morning Conference IV,3870,SMG,PP-2000,2,0,,,
2021-09-25 19:07:59,124,Morning Conference IV,3870,SMG,Spectre M4,2,0,,,
2021-09-25 19:08:28,124,Morning Conference IV,3870,MG,M60,4,3,,,
2021-09-25 19:08:43,124,Morning Conference IV,3870,RF,FF FN49,2,0,,,
2021-09-25 19:10:25,124,Morning Conference IV,3871,SMG,Type64,2,0,,,
2021-09-25 19:11:25,124,Morning Conference IV,3871,RF,FF FN49,2,0,,,
2021-09-25 19:11:39,124,Morning Conference IV,3871,AR,FF F2000,2,0,,,
2021-09-25 19:16:40,124,Morning Conference IV,3872,HG,P38,2,0,,,
2021-09-25 19:17:12,124,Morning Conference IV,3872,SMG,Type64,2,0,,,
2021-09-25 19:17:45,124,Morning Conference IV,3872,SMG,Spectre M4,2,0,,,
2021-09-25 19:18:16,124,Morning Conference IV,3872,RF,FF FN49,2,0,,,
2021-09-25 19:18:30,124,Morning Conference IV,3872,SMG,M3,2,0,,,
2021-09-25 19:20:21,124,Morning Conference IV,3873,RF,M14,3,1,,,
2021-09-25 19:20:49,124,Morning Conference IV,3873,MG,MG34,2,0,,,
2021-09-25 19:21:19,124,Morning Conference IV,3873,SMG,Skorpion,3,1,,,
2021-09-25 19:21:33,124,Morning Conference IV,3873,SMG,Type64,2,0,,,
2021-09-25 19:23:44,124,Morning Conference IV,3874,SMG,PP-2000,2,0,,,
2021-09-25 19:24:17,124,Morning Conference IV,3874,MG,AAT-52,2,0,,,
2021-09-25 19:24:53,124,Morning Conference IV,3874,RF,FF FN49,2,0,,,
2021-09-25 19:25:25,124,Morning Conference IV,3874,SMG,Type64,2,0,,,
2021-09-25 19:25:39,124,Morning Conference IV,3874,MG,AAT-52,2,0,,,
2021-09-25 19:27:27,124,Morning Conference IV,3875,AR,AK-47,3,1,,,
2021-09-25 19:27:55,124,Morning Conference IV,3875,RF,SKS,2,0,,,
2021-09-25 19:28:29,124,Morning Conference IV,3875,AR,Galil,2,0,,,
2021-09-25 19:29:03,124,Morning Conference IV,3875,HG,Bren Ten,2,0,,,
2021-09-25 19:29:18,124,Morning Conference IV,3875,RF,SKS,2,0,,,
2021-09-25 19:32:00,124,Morning Conference IV,3876,SMG,Spectre M4,2,0,,,
2021-09-25 19:32:32,124,Morning Conference IV,3876,RF,FF FN49,2,0,,,
2021-09-25 19:33:10,124,Morning Conference IV,3876,HG,M1911,2,0,,,
2021-09-25 19:33:41,124,Morning Conference IV,3876,MG,MG34,2,0,,,
2021-09-25 19:33:55,124,Morning Conference IV,3876,HG,M1911,2,0,,,
2021-09-25 21:10:02,124,Morning Conference IV,3877,SMG,M3,2,0,,,
2021-09-25 21:10:29,124,Morning Conference IV,3877,HG,M1911,2,0,,,
2021-09-25 21:11:22,124,Morning Conference IV,3877,RF,SKS,2,0,,,
2021-09-25 21:11:37,124,Morning Conference IV,3877,MG,MG34,2,0,,,
2021-09-25 21:12:58,124,Morning Conference IV,3878,SMG,PP-2000,2,0,,,
2021-09-25 21:13:31,124,Morning Conference IV,3878,HG,M9,3,1,,,
2021-09-25 21:14:07,124,Morning Conference IV,3878,MG,MG34,2,0,,,
2021-09-25 21:14:38,124,Morning Conference IV,3878,MG,MG34,2,0,,,
2021-09-25 21:14:53,124,Morning Conference IV,3878,SMG,M38,2,0,,,
2021-09-25 21:16:31,124,Morning Conference IV,3879,MG,AAT-52,2,0,,,
2021-09-25 21:17:10,124,Morning Conference IV,3879,SMG,M38,2,0,,,
2021-09-25 21:18:03,124,Morning Conference IV,3879,AR,Gr G3,2,0,,,
2021-09-25 21:18:18,124,Morning Conference IV,3879,HG,M1911,2,0,,,
2021-09-25 21:19:48,124,Morning Conference IV,3880,RF,FF FN49,2,0,,,
2021-09-25 21:20:20,124,Morning Conference IV,3880,AR,Galil,2,0,,,
2021-09-25 21:21:06,124,Morning Conference IV,3880,MG,LWMMG,2,0,,,
2021-09-25 21:21:38,124,Morning Conference IV,3880,SMG,M38,2,0,,,
2021-09-25 21:21:52,124,Morning Conference IV,3880,MG,AAT-52,2,0,,,
2021-09-25 21:23:40,124,Morning Conference IV,3881,SMG,Micro Uzi,3,1,,,
2021-09-25 21:24:07,124,Morning Conference IV,3881,RF,SKS,2,0,,,
2021-09-25 21:24:41,124,Morning Conference IV,3881,SMG,M38,2,0,,,
2021-09-25 21:25:12,124,Morning Conference IV,3881,HG,M1911,2,0,,,
2021-09-25 21:25:27,124,Morning Conference IV,3881,SMG,Spectre M4,2,0,,,
2021-09-25 21:27:25,124,Morning Conference IV,3882,SMG,PP-2000,2,0,,,
2021-09-25 21:28:04,124,Morning Conference IV,3882,MG,AAT-52,2,0,,,
2021-09-25 21:28:36,124,Morning Conference IV,3882,HG,M1911,2,0,,,
2021-09-25 21:28:50,124,Morning Conference IV,3882,RF,SKS,2,0,,,
2021-09-25 21:30:25,124,Morning Conference IV,3883,HG,Bren Ten,2,0,,,
2021-09-25 21:30:55,124,Morning Conference IV,3883,SMG,Spectre M4,2,0,,,
2021-09-25 21:31:24,124,Morning Conference IV,3883,SMG,M3,2,0,,,
2021-09-25 21:31:37,124,Morning Conference IV,3883,HG,M1911,2,0,,,
2021-09-25 23:18:49,124,Morning Conference IV,3884,MG,M2HB,3,1,,,
2021-09-25 23:19:21,124,Morning Conference IV,3884,SMG,M3,2,0,,,
2021-09-25 23:20:06,124,Morning Conference IV,3884,SMG,Type64,2,0,,,
2021-09-25 23:20:38,124,Morning Conference IV,3884,SMG,PP-2000,2,0,,,
2021-09-25 23:20:53,124,Morning Conference IV,3884,HG,Bren Ten,2,0,,,
2021-09-25 23:26:19,124,Morning Conference IV,3885,HG,Makarov,3,1,,,
2021-09-25 23:27:01,124,Morning Conference IV,3885,MG,LWMMG,2,0,,,
2021-09-25 23:27:28,124,Morning Conference IV,3885,HG,C96,3,1,,,
2021-09-25 23:28:00,124,Morning Conference IV,3885,HG,Bren Ten,2,0,,,
2021-09-25 23:28:14,124,Morning Conference IV,3885,HG,Bren Ten,2,0,,,
2021-09-25 23:29:26,124,Morning Conference IV,3886,AR,Gr G3,2,0,,,
2021-09-25 23:30:03,124,Morning Conference IV,3886,AR,Gr G3,2,0,,,
2021-09-25 23:31:09,124,Morning Conference IV,3886,AR,FF F2000,2,0,,,
2021-09-25 23:31:23,124,Morning Conference IV,3886,SMG,Type64,2,0,,,
2021-09-25 23:38:59,124,Morning Conference IV,3887,SMG,PP-2000,2,0,,,
2021-09-25 23:39:27,124,Morning Conference IV,3887,AR,Galil,2,0,,,
2021-09-25 23:39:56,124,Morning Conference IV,3887,HG,P38,2,0,,,
2021-09-25 23:40:26,124,Morning Conference IV,3887,AR,Gr G3,2,0,,,
2021-09-25 23:40:41,124,Morning Conference IV,3887,SMG,M38,2,0,,,
2021-09-25 23:43:16,124,Morning Conference IV,3888,HG,M9,3,1,,,
2021-09-25 23:43:56,124,Morning Conference IV,3888,AR,Gr G3,2,0,,,
2021-09-25 23:44:29,124,Morning Conference IV,3888,RF,SKS,2,0,,,
2021-09-25 23:44:44,124,Morning Conference IV,3888,SMG,Type64,2,0,,,
2021-09-25 23:47:24,124,Morning Conference IV,3889,HG,Makarov,3,1,,,
2021-09-25 23:48:05,124,Morning Conference IV,3889,HG,FF FNP9,2,0,,,
2021-09-25 23:48:45,124,Morning Conference IV,3889,SMG,M3,2,0,,,
2021-09-25 23:49:18,124,Morning Conference IV,3889,SMG,Type64,2,0,,,
2021-09-25 23:49:32,124,Morning Conference IV,3889,AR,Gr G3,2,0,,,
2021-09-25 23:50:59,124,Morning Conference IV,3890,SMG,PP-2000,2,0,,,
2021-09-25 23:51:32,124,Morning Conference IV,3890,SMG,PP-2000,2,0,,,
2021-09-25 23:52:39,124,Morning Conference IV,3890,AR,FF F2000,2,0,,,
2021-09-25 23:52:53,124,Morning Conference IV,3890,RF,FF FN49,2,0,,,
2021-09-25 23:54:24,124,Morning Conference IV,3891,SMG,M3,2,0,,,
2021-09-25 23:55:17,124,Morning Conference IV,3891,MG,MG34,2,0,,,
2021-09-25 23:55:32,124,Morning Conference IV,3891,RF,SKS,2,0,,,
2021-09-26 01:46:16,95,Departure Day,5,AR,FF F2000,2,0,,,
2021-09-26 01:48:22,95,Departure Day,5,AR,Galil,2,0,,,
2021-09-26 01:50:09,95,Departure Day,5,HG,FF FNP9,2,0,,,
2021-09-26 01:56:03,95,Departure Day,5,SMG,Ingram,3,1,,,
2021-09-26 01:56:31,95,Departure Day,5,HG,Bren Ten,2,0,,,
2021-09-26 01:58:39,95,Departure Day,5,RF,FF FN49,2,0,,,
2021-09-26 01:59:14,95,Departure Day,5,MG,MG34,2,0,,,
2021-09-26 02:00:10,95,Departure Day,5,MG,MG34,2,0,,,
2021-09-26 13:06:51,124,Morning Conference IV,3892,SMG,Type64,2,0,,,
2021-09-26 13:07:23,124,Morning Conference IV,3892,HG,FF FNP9,2,0,,,
2021-09-26 13:07:58,124,Morning Conference IV,3892,SMG,Spectre M4,2,0,,,
2021-09-26 13:08:29,124,Morning Conference IV,3892,SMG,Type64,2,0,,,
2021-09-26 13:08:43,124,Morning Conference IV,3892,SMG,PP-2000,2,0,,,
2021-09-26 13:11:00,124,Morning Conference IV,3893,SMG,Spectre M4,2,0,,,
2021-09-26 13:11:26,124,Morning Conference IV,3893,HG,Bren Ten,2,0,,,
2021-09-26 13:11:53,124,Morning Conference IV,3893,MG,MG34,2,0,,,
2021-09-26 13:12:24,124,Morning Conference IV,3893,HG,M1911,2,0,,,
2021-09-26 13:12:38,124,Morning Conference IV,3893,MG,LWMMG,2,0,,,
2021-09-26 13:14:04,124,Morning Conference IV,3894,AR,FF FNC,3,1,,,
2021-09-26 13:14:39,124,Morning Conference IV,3894,AR,Gr G3,2,0,,,
2021-09-26 13:15:15,124,Morning Conference IV,3894,AR,Gr G3,2,0,,,
2021-09-26 13:15:45,124,Morning Conference IV,3894,HG,Bren Ten,2,0,,,
2021-09-26 13:15:59,124,Morning Conference IV,3894,AR,FF F2000,2,0,,,
2021-09-26 13:20:12,124,Morning Conference IV,3895,SMG,Micro Uzi,3,1,,,
2021-09-26 13:20:47,124,Morning Conference IV,3895,SMG,PP-2000,2,0,,,
2021-09-26 13:21:18,124,Morning Conference IV,3895,SMG,M3,2,0,,,
2021-09-26 13:21:32,124,Morning Conference IV,3895,SMG,Micro Uzi,3,1,,,
2021-09-26 13:25:23,124,Morning Conference IV,3896,SMG,M3,2,0,,,
2021-09-26 13:25:56,124,Morning Conference IV,3896,MG,MG34,2,0,,,
2021-09-26 13:27:01,124,Morning Conference IV,3896,MG,MG42,3,1,,,
2021-09-26 13:27:12,124,Morning Conference IV,3896,MG,MG34,2,0,,,
2021-09-26 14:07:46,124,Morning Conference IV,3897,HG,M1911,2,0,,,
2021-09-26 14:08:13,124,Morning Conference IV,3897,RF,SKS,2,0,,,
2021-09-26 14:09:12,124,Morning Conference IV,3897,MG,LWMMG,2,0,,,
2021-09-26 14:09:26,124,Morning Conference IV,3897,HG,M1911,2,0,,,
2021-09-26 14:10:43,124,Morning Conference IV,3898,HG,Bren Ten,2,0,,,
2021-09-26 14:11:16,124,Morning Conference IV,3898,RF,SKS,2,0,,,
2021-09-26 14:11:54,124,Morning Conference IV,3898,SMG,PP-2000,2,0,,,
2021-09-26 14:12:24,124,Morning Conference IV,3898,SMG,MAT-49,4,3,,,
2021-09-26 14:12:38,124,Morning Conference IV,3898,RF,SKS,2,0,,,
2021-09-26 14:16:50,124,Morning Conference IV,3899,SMG,Spectre M4,2,0,,,
2021-09-26 14:17:17,124,Morning Conference IV,3899,SMG,PP-2000,2,0,,,
2021-09-26 14:17:45,124,Morning Conference IV,3899,AR,AK-47,3,1,,,
2021-09-26 14:18:00,124,Morning Conference IV,3899,RF,FF FN49,2,0,,,
2021-09-26 14:19:39,124,Morning Conference IV,3900,SMG,M3,2,0,,,
2021-09-26 14:20:44,124,Morning Conference IV,3900,SMG,M3,2,0,,,
2021-09-26 14:20:58,124,Morning Conference IV,3900,SMG,M3,2,0,,,
2021-09-26 14:23:38,124,Morning Conference IV,3901,MG,MG34,2,0,,,
2021-09-26 14:24:21,124,Morning Conference IV,3901,HG,M1911,2,0,,,
2021-09-26 14:24:52,124,Morning Conference IV,3901,AR,Gr G3,2,0,,,
2021-09-26 14:25:06,124,Morning Conference IV,3901,SMG,Ingram,3,1,,,
2021-09-26 14:26:37,124,Morning Conference IV,3902,MG,MG34,2,0,,,
2021-09-26 14:27:09,124,Morning Conference IV,3902,RF,SKS,2,0,,,
2021-09-26 14:27:48,124,Morning Conference IV,3902,MG,LWMMG,2,0,,,
2021-09-26 14:28:18,124,Morning Conference IV,3902,SMG,PP-2000,2,0,,,
2021-09-26 14:28:33,124,Morning Conference IV,3902,SMG,Spectre M4,2,0,,,
2021-09-26 14:30:04,124,Morning Conference IV,3903,RF,FF FN49,2,0,,,
2021-09-26 14:30:31,124,Morning Conference IV,3903,HG,FF FNP9,2,0,,,
2021-09-26 14:31:20,124,Morning Conference IV,3903,MG,AAT-52,2,0,,,
2021-09-26 14:31:34,124,Morning Conference IV,3903,AR,FF FNC,3,1,,,
2021-09-26 14:33:57,124,Morning Conference IV,3904,SMG,M38,2,0,,,
2021-09-26 14:34:29,124,Morning Conference IV,3904,SMG,PP-2000,2,0,,,
